Name,Site type,Community,Location,lat,lon,lat2,lon2
Wilcrick Hill Camp,Hillfort,Bishton,"51°35′09″N 2°51′04″W﻿ / ﻿51.5859°N 2.8512°W, ST411877",52.7850085,-1.9693548,52.7850085,-1.9693548
Lodge Wood Camp,Hillfort,Caerleon,"51°37′01″N 2°58′44″W﻿ / ﻿51.617°N 2.9788°W, ST323913",51.6140152,-2.9590173,51.6140152,-2.9590173
Priory Wood Camp,Enclosure,Caerleon,"51°36′33″N 2°55′28″W﻿ / ﻿51.6091°N 2.9244°W, ST360904",51.6140152,-2.9590173,51.6140152,-2.9590173
St Julian's Wood Camp,Hillfort,Caerleon,"51°35′49″N 2°57′15″W﻿ / ﻿51.5969°N 2.9541°W, ST340891",51.6140152,-2.9590173,51.6140152,-2.9590173
Coed y Defaid Camp,Hillfort,Coedkernew,"51°34′12″N 3°03′00″W﻿ / ﻿51.5701°N 3.0499°W, ST273862",51.5491768,-3.0383979,51.5491768,-3.0383979
Tredegar Fort,Hillfort,Gaer,"51°34′32″N 3°01′39″W﻿ / ﻿51.5756°N 3.0274°W, ST289868",51.5760395,-3.0146212,51.5760395,-3.0146212
Pen-y-Lan Camp,Enclosure,Michaelstone-y-Fedw,"51°33′28″N 3°04′16″W﻿ / ﻿51.5579°N 3.071°W, ST258848",51.5629602,-3.0942559,51.5629602,-3.0942559
Castell Prin,Hillfort,Penhow,"51°37′38″N 2°51′14″W﻿ / ﻿51.6272°N 2.8539°W, ST409923",51.6150507,-2.8444829,51.6150507,-2.8444829
Abernant Roman Kiln,Kiln,Caerleon,"51°37′04″N 2°54′51″W﻿ / ﻿51.6178°N 2.9142°W, ST368913",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Amphitheatre,Amphitheatre,Caerleon,"51°36′29″N 2°57′25″W﻿ / ﻿51.6081°N 2.9569°W, ST338903",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Civil Settlement,Civil settlement,Caerleon,"51°36′42″N 2°57′45″W﻿ / ﻿51.6118°N 2.9626°W, ST334907",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Civil Settlement: Area under Broadway Playing Fields,Civil settlement,Caerleon,"51°36′32″N 2°57′36″W﻿ / ﻿51.6088°N 2.96°W, ST336904",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Civil Settlement: Site of Roman Building SE of Castle Street,Civil settlement,Caerleon,"51°36′32″N 2°56′56″W﻿ / ﻿51.609°N 2.9488°W, ST344904",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Roman Fortress and Baths,Legionary fortress,Caerleon,"51°36′37″N 2°57′32″W﻿ / ﻿51.6103°N 2.9588°W, ST337906",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Area behind Caerleon House,Legionary fortress,Caerleon,"51°36′32″N 2°57′11″W﻿ / ﻿51.609°N 2.9531°W, ST340904",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Area between Priory Hotel and Priory Lodge,Legionary fortress,Caerleon,"51°36′34″N 2°57′18″W﻿ / ﻿51.6095°N 2.955°W, ST339905",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Area of Myrtle Cottage Barracks,Legionary fortress,Caerleon,"51°36′37″N 2°57′09″W﻿ / ﻿51.6104°N 2.9525°W, ST341906",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Area off White Hart Lane,Legionary fortress,Caerleon,"51°36′32″N 2°57′13″W﻿ / ﻿51.609°N 2.9536°W, ST340904",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Back Garden of No 4 Museum Street,Legionary fortress,Caerleon,"51°36′37″N 2°57′16″W﻿ / ﻿51.6104°N 2.9545°W, ST339906",51.6140152,-2.9590173,51.6140152,-2.9590173
"Caerleon Legionary Fortress: Car Park and Garden of Endowed School, North of Broadway",Fort,Caerleon,"51°36′36″N 2°57′23″W﻿ / ﻿51.6099°N 2.9565°W, ST338906",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Field SE of Broadway,Legionary fortress,Caerleon,"51°36′33″N 2°57′24″W﻿ / ﻿51.6092°N 2.9566°W, ST338904",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Former Ambulance Station Field,Legionary fortress,Caerleon,"51°36′46″N 2°57′08″W﻿ / ﻿51.6128°N 2.9523°W, ST341908",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Former Garden of The Firs,Legionary fortress,Caerleon,"51°36′35″N 2°57′12″W﻿ / ﻿51.6097°N 2.9532°W, ST340905",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Goldcroft Common,Legionary fortress,Caerleon,"51°36′44″N 2°57′27″W﻿ / ﻿51.6121°N 2.9574°W, ST338908",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Grounds of Health Clinic,Legionary fortress,Caerleon,"51°36′43″N 2°57′25″W﻿ / ﻿51.6119°N 2.9569°W, ST338907",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Grounds of Museum,Legionary fortress,Caerleon,"51°36′37″N 2°57′18″W﻿ / ﻿51.6103°N 2.955°WMuseum), ST339905",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Grounds of St Cadoc's Home,Legionary fortress,Caerleon,"51°36′44″N 2°57′19″W﻿ / ﻿51.6123°N 2.9553°W, ST339908",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Grounds of the Croft Nursing Home,Legionary fortress,Caerleon,"51°36′44″N 2°57′23″W﻿ / ﻿51.6123°N 2.9565°W, ST338908",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: Old Vicarage Garden,Legionary fortress,Caerleon,"51°36′39″N 2°57′22″W﻿ / ﻿51.6108°N 2.9562°W, ST338906",51.6140152,-2.9590173,51.6140152,-2.9590173
Caerleon Legionary Fortress: School Fields,Legionary fortress,Caerleon,"51°36′36″N 2°57′29″W﻿ / ﻿51.6101°N 2.9581°W, ST338905",51.6140152,-2.9590173,51.6140152,-2.9590173
"Caerleon Legionary Fortress: Town Hall Park, High Street",Legionary fortress,Caerleon,"51°36′40″N 2°57′26″W﻿ / ﻿51.6112°N 2.9571°W, ST338906",51.6140152,-2.9590173,51.6140152,-2.9590173
Great Bulmore Roman Settlement,Civil settlement,Caerleon,"51°37′07″N 2°55′43″W﻿ / ﻿51.6185°N 2.9285°W, ST358914",51.6140152,-2.9590173,51.6140152,-2.9590173
Croes Carn Einion Roman Site,Villa,Graig,"51°34′15″N 3°04′23″W﻿ / ﻿51.5709°N 3.073°W, ST257863",51.9074398,-3.0193809,51.9074398,-3.0193809
Ford Farm Roman Villa,Villa,Langstone,"51°36′06″N 2°53′24″W﻿ / ﻿51.6016°N 2.8901°W, ST384895",51.6037473,-2.9133807,51.6037473,-2.9133807
Pen-Toppen-Ash Camp,Fort,Langstone,"51°37′09″N 2°53′55″W﻿ / ﻿51.6192°N 2.8987°W, ST378915",51.6037473,-2.9133807,51.6037473,-2.9133807
Bishton Castle,Motte,Bishton,"51°35′17″N 2°52′42″W﻿ / ﻿51.5881°N 2.8784°W, ST392880",52.7850085,-1.9693548,52.7850085,-1.9693548
Deserted Medieval Village W of St Mary's Church,Deserted Medieval Village,Bishton,"51°35′15″N 2°51′15″W﻿ / ﻿51.5875°N 2.8541°W, ST409879",52.7850085,-1.9693548,52.7850085,-1.9693548
Caerleon Castle Mound,Motte,Caerleon,"51°36′35″N 2°57′03″W﻿ / ﻿51.6098°N 2.9508°W, ST342905",51.6140152,-2.9590173,51.6140152,-2.9590173
Castle Mound E of Graig Wood,Motte,Caerleon,"51°37′38″N 2°59′07″W﻿ / ﻿51.6271°N 2.9853°W, ST318924",51.6140152,-2.9590173,51.6140152,-2.9590173
Medieval Tower at Hanbury Arms,Tower,Caerleon,"51°36′30″N 2°57′08″W﻿ / ﻿51.6083°N 2.9521°W, ST341903",51.6140152,-2.9590173,51.6140152,-2.9590173
Moated Site in Coldra Wood,Moated Site,Caerleon,"51°36′14″N 2°55′35″W﻿ / ﻿51.6039°N 2.9264°W, ST359898",51.6140152,-2.9590173,51.6140152,-2.9590173
Castell Glas Castle Mound,Motte,Gaer,"51°33′59″N 3°00′31″W﻿ / ﻿51.5665°N 3.0087°W, ST301857",51.5760395,-3.0146212,51.5760395,-3.0146212
Goldcliff Moated House Site,Moated Site,Goldcliff,"51°32′51″N 2°55′19″W﻿ / ﻿51.5475°N 2.9219°W, ST361835",51.5433853,-2.9151268,51.5433853,-2.9151268
"St. Mary Magdalene's Churchyard Cross, Goldcliff",Cross,Goldcliff,"51°32′37″N 2°55′00″W﻿ / ﻿51.5437°N 2.9167°W, ST365831",51.5433853,-2.9151268,51.5433853,-2.9151268
Castell Meredydd,Castle,Graig,"51°35′32″N 3°07′10″W﻿ / ﻿51.5921°N 3.1195°W, ST225887",51.9074398,-3.0193809,51.9074398,-3.0193809
Ringwork 225m North East of Rhiwderyn,Ringwork,Graig,"51°35′01″N 3°03′49″W﻿ / ﻿51.5837°N 3.0635°W, ST264877",51.9074398,-3.0193809,51.9074398,-3.0193809
"St. Michael's Churchyard Cross, Machen",Cross,Graig,"51°35′10″N 3°06′57″W﻿ / ﻿51.5861°N 3.1158°W, ST227880",51.9074398,-3.0193809,51.9074398,-3.0193809
"All Saints' Church, Kemys Inferior",Church,Langstone,"51°37′48″N 2°53′45″W﻿ / ﻿51.6299°N 2.8958°W, ST380927",51.6037473,-2.9133807,51.6037473,-2.9133807
Caer Licyn,Motte,Langstone,"51°37′51″N 2°52′58″W﻿ / ﻿51.6309°N 2.8829°W, ST389928",51.6037473,-2.9133807,51.6037473,-2.9133807
Kemeys Inferior Mound & Bailey Castle,Motte,Langstone,"51°38′26″N 2°53′02″W﻿ / ﻿51.6406°N 2.8839°W, ST389939",51.6037473,-2.9133807,51.6037473,-2.9133807
Langstone Fish Pond,Fishpond,Langstone,"51°36′12″N 2°54′17″W﻿ / ﻿51.6033°N 2.9047°W, ST374897",51.6037473,-2.9133807,51.6037473,-2.9133807
Langstone motte and enclosure,Motte & Bailey,Langstone,"51°36′05″N 2°54′28″W﻿ / ﻿51.6013°N 2.9079°W, ST372895",51.6037473,-2.9133807,51.6037473,-2.9133807
Moated Site 200m South West of Court Farm,Moated Site,Langstone,"51°36′02″N 2°52′54″W﻿ / ﻿51.6005°N 2.8818°W, ST390894",51.6037473,-2.9133807,51.6037473,-2.9133807
Moated Site 250m SW of Pencoed Castle,Moated Site,Langstone,"51°35′55″N 2°51′40″W﻿ / ﻿51.5986°N 2.8612°W, ST404892",51.6037473,-2.9133807,51.6037473,-2.9133807
Pencoed Castle,Castle,Langstone,"51°36′01″N 2°51′32″W﻿ / ﻿51.6003°N 2.859°W, ST406894",51.6037473,-2.9133807,51.6037473,-2.9133807
"St Curig's Chapel (Remains of), Cats Ash",Chapel,Langstone,"51°36′44″N 2°54′34″W﻿ / ﻿51.6122°N 2.9094°W, ST371907",51.6037473,-2.9133807,51.6037473,-2.9133807
Llanvaches Castle,Castle,Llanvaches,"51°37′28″N 2°49′10″W﻿ / ﻿51.6244°N 2.8195°W, ST433920",51.6222221,-2.8198574,51.6222221,-2.8198574
Talgarth Settlement Earthworks,Deserted Medieval Village,Llanvaches,"51°37′25″N 2°50′00″W﻿ / ﻿51.6235°N 2.8334°W, ST423919",51.6222221,-2.8198574,51.6222221,-2.8198574
"St. Mary's Churchyard Cross, Llanwern",Cross base,Llanwern,"51°35′10″N 2°54′36″W﻿ / ﻿51.586°N 2.9099°W, ST370878",51.5817547,-2.9180221,51.5817547,-2.9180221
"St. Mary's Churchyard Cross, Marshfield",Cross base,Marshfield,"51°32′14″N 3°03′58″W﻿ / ﻿51.5371°N 3.0661°W, ST261825",44.6688524,-90.1717987,44.6688524,-90.1717987
Wentloog Castle,Motte,Marshfield,"51°32′42″N 3°04′52″W﻿ / ﻿51.5451°N 3.081°W, ST251834",44.6688524,-90.1717987,44.6688524,-90.1717987
Moated Site E of Grangefield Farm,Moated Site,Redwick,"51°33′36″N 2°52′53″W﻿ / ﻿51.5601°N 2.8815°W, ST389849",51.5667426,-2.6493728,51.5667426,-2.6493728
Newport Castle,Castle,Stow Hill,"51°35′27″N 2°59′42″W﻿ / ﻿51.5908°N 2.9951°W, ST311884",51.5828667,-3.001629,51.5828667,-3.001629
Penrhos Camp (civil war earthworks),Fort,Caerleon,"51°37′15″N 2°57′05″W﻿ / ﻿51.6209°N 2.9514°W, ST342917",51.6140152,-2.9590173,51.6140152,-2.9590173
"Fourteen Locks, Monmouthshire Canal",Lock,Rogerstone,"51°35′29″N 3°02′12″W﻿ / ﻿51.5913°N 3.0366°WMonmouthshire Canal), ST282885",51.5954576,-3.0662702,51.5954576,-3.0662702
Goldcliff Pill Anti-invasion Defences,Anti-tank obstacle,Goldcliff,"51°32′20″N 2°55′08″W﻿ / ﻿51.539°N 2.919°W, ST363826",51.5433853,-2.9151268,51.5433853,-2.9151268
Coed y Caerau Auxiliary Unit Operational Base,Auxiliary Unit Site,Langstone,"51°37′16″N 2°53′49″W﻿ / ﻿51.6212°N 2.897°W, ST377917",51.6037473,-2.9133807,51.6037473,-2.9133807
Parc-y-Llyn Burial Chamber,Chambered tomb,Ambleston,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°54′04″N 4°56′03″W﻿ / ﻿51.9012°N 4.9343°W, SM982265",51.8949817,-4.9066764,51.8949817,-4.9066764
Bay View Farm Defended Enclosure,Enclosure (archaeology) – Defensive,Brawdy,"51°51′58″N 5°07′19″W﻿ / ﻿51.866°N 5.1219°W, SM851232",51.8734627,-5.1128058,51.8734627,-5.1128058
Brandy Brook Camp,Enclosure,Brawdy,"51°52′16″N 5°04′45″W﻿ / ﻿51.8712°N 5.0791°W, SM881237",51.8734627,-5.1128058,51.8734627,-5.1128058
Brawdy Promontory Fort,Promontory fort – inland,Brawdy,"51°52′24″N 5°06′22″W﻿ / ﻿51.8732°N 5.1061°W, SM862239",51.8734627,-5.1128058,51.8734627,-5.1128058
Castle Villa Camp,Enclosure,Brawdy,"51°54′26″N 5°04′52″W﻿ / ﻿51.9071°N 5.0811°W, SM881277",51.8734627,-5.1128058,51.8734627,-5.1128058
Dinas Fach Defended Enclosure,Promontory fort – coastal,Brawdy,"51°51′44″N 5°09′33″W﻿ / ﻿51.8621°N 5.1592°W, SM825228",51.8734627,-5.1128058,51.8734627,-5.1128058
Tre-Ffynnon Burial Chamber,Chambered tomb,Brawdy,"51°54′54″N 5°07′20″W﻿ / ﻿51.915°N 5.1223°W, SM853286",51.8734627,-5.1128058,51.8734627,-5.1128058
Burton Burial Chamber,Chambered tomb,Burton,"51°44′09″N 4°56′18″W﻿ / ﻿51.7359°N 4.9382°W, SM972082",52.802742,-1.629917,52.802742,-1.629917
Crowhill Rath,Promontory fort – inland,Camrose,"51°49′02″N 4°58′31″W﻿ / ﻿51.8172°N 4.9752°W, SM950174",53.013131,-112.840576,53.013131,-112.840576
Keeston Castle,Hillfort,Camrose,"51°50′07″N 5°03′07″W﻿ / ﻿51.8353°N 5.0519°W, SM898195",53.013131,-112.840576,53.013131,-112.840576
Plumstone Mountain Round Barrow (East),Round barrow,Camrose,"51°52′20″N 5°01′07″W﻿ / ﻿51.8723°N 5.0185°W, SM923236",53.013131,-112.840576,53.013131,-112.840576
Plumstone Mountain Round Barrows (West),Round barrow,Camrose,"51°52′14″N 5°02′02″W﻿ / ﻿51.8706°N 5.0339°W, SM912234",53.013131,-112.840576,53.013131,-112.840576
Plumstone Rath,Rath,Camrose,"51°52′07″N 5°01′11″W﻿ / ﻿51.8686°N 5.0197°W, SM922232",53.013131,-112.840576,53.013131,-112.840576
Plumstone Rock Round Barrows,Round barrow,Camrose,"51°52′13″N 5°01′37″W﻿ / ﻿51.8704°N 5.0269°W, SM917234",53.013131,-112.840576,53.013131,-112.840576
Rath 150m SE of Pelcomb Farm,Rath,Camrose,"51°48′59″N 4°59′32″W﻿ / ﻿51.8165°N 4.9922°W, SM938173",53.013131,-112.840576,53.013131,-112.840576
Round Barrow 100m E of Thornbush,Round barrow,Camrose,"51°51′17″N 5°01′33″W﻿ / ﻿51.8547°N 5.0258°W, SM917216",53.013131,-112.840576,53.013131,-112.840576
Castell Felin-Ganol,Promontory fort – inland,Cilgerran,"52°02′54″N 4°40′44″W﻿ / ﻿52.0482°N 4.679°W, SN163422",52.0553793,-4.6333039,52.0553793,-4.6333039
Cwmbettws Defended Enclosure,Enclosure (archaeology) – Defensive,Cilgerran,"52°01′46″N 4°40′12″W﻿ / ﻿52.0294°N 4.67°W, SN169401",52.0553793,-4.6333039,52.0553793,-4.6333039
Penralltddu Defended Enclosure,Promontory fort – inland,Cilgerran,"52°03′04″N 4°40′03″W﻿ / ﻿52.051°N 4.6675°W, SN171425",52.0553793,-4.6333039,52.0553793,-4.6333039
Bedd Morris Standing Stone,Standing stone,Cwm Gwaun,"51°59′32″N 4°51′32″W﻿ / ﻿51.9922°N 4.8588°W, SN038365",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Castell Pengegin,Promontory fort – inland,Cwm Gwaun,"51°58′24″N 4°51′23″W﻿ / ﻿51.9734°N 4.8564°W, SN039344",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Cerrig Lladron stone row,Stone Row,Cwm Gwaun,"51°57′19″N 4°48′55″W﻿ / ﻿51.9553°N 4.8152°W, SN066322",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Cronllwyn Earthwork,Enclosure,Cwm Gwaun,"51°58′47″N 4°56′01″W﻿ / ﻿51.9797°N 4.9335°W, SM986353",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Enclosure Site 80m N of Ty Mawr,Enclosure,Cwm Gwaun,"51°58′13″N 4°52′08″W﻿ / ﻿51.9703°N 4.8688°W, SN030340",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Enclosure Site on Allt Pen-Gegin-Isaf,Enclosure,Cwm Gwaun,"51°58′11″N 4°52′02″W﻿ / ﻿51.9698°N 4.8672°W, SN031340",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Foel Eryr Round Cairn,Round cairn,Cwm Gwaun,"51°57′13″N 4°48′58″W﻿ / ﻿51.9535°N 4.8161°W, SN065320",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
"Gellifawr, Standing Stone 70m SW of",Standing stone,Cwm Gwaun,"51°58′29″N 4°49′25″W﻿ / ﻿51.9746°N 4.8236°W, SN061344",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Glyn Gath Round Barrow,Ring cairn,Cwm Gwaun,"51°59′33″N 4°53′24″W﻿ / ﻿51.9926°N 4.8901°W, SN017366",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Huts on Mynydd Melyn,Unenclosed hut circle,Cwm Gwaun,"51°59′24″N 4°52′24″W﻿ / ﻿51.9899°N 4.8733°W, SN028362",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Iron Age Enclosure in Kilkiffeth Wood,Enclosure,Cwm Gwaun,"51°58′14″N 4°53′16″W﻿ / ﻿51.9705°N 4.8877°W, SN017341",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Mynydd Cilciffeth Round Barrows,Round barrow,Cwm Gwaun,"51°57′16″N 4°53′53″W﻿ / ﻿51.9545°N 4.898°W, SN009324",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Parc-y-Meirw Standing Stones,Stone Row,Cwm Gwaun,"51°59′08″N 4°54′58″W﻿ / ﻿51.9856°N 4.916°W, SM998359",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Tre-Gynon Camp,Promontory fort – inland,Cwm Gwaun,"51°58′30″N 4°50′12″W﻿ / ﻿51.975°N 4.8368°W, SN052345",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
"Trellwyn Fach, Standing Stone 100m NW of",Standing stone,Cwm Gwaun,"51°58′59″N 4°54′12″W﻿ / ﻿51.9831°N 4.9033°W, SN007356",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
"Trellwyn Fawr, Standing Stone 60m WSW of",Standing stone,Cwm Gwaun,"51°59′05″N 4°54′43″W﻿ / ﻿51.9847°N 4.9119°W, SN001358",51.971784549999995,-4.869002681221336,51.971784549999995,-4.869002681221336
Dale Point Promontory Fort (Defences),Promontory fort – coastal,Dale,"51°42′11″N 5°09′12″W﻿ / ﻿51.7031°N 5.1534°W, SM821052",31.3940969,-85.623763,31.3940969,-85.623763
Great Castle Head Rath,Promontory fort – coastal,Dale,"51°42′24″N 5°11′11″W﻿ / ﻿51.7066°N 5.1865°W, SM799056",31.3940969,-85.623763,31.3940969,-85.623763
Little Castle Point Defended Enclosure,Promontory fort – coastal,Dale,"51°41′26″N 5°11′14″W﻿ / ﻿51.6905°N 5.1872°W, SM798038",31.3940969,-85.623763,31.3940969,-85.623763
Dinas Island Castell,Promontory fort – inland,Dinas Cross,"52°01′28″N 4°53′49″W﻿ / ﻿52.0245°N 4.8969°W, SN013401",52.0126746,-4.8971158,52.0126746,-4.8971158
Parc Cerric Hirion,Standing stone,Dinas Cross,"52°00′41″N 4°54′14″W﻿ / ﻿52.0113°N 4.9038°W, SN008387",52.0126746,-4.8971158,52.0126746,-4.8971158
"The Lady Stone, Ty-Meini",Standing stone,Dinas Cross,"52°00′03″N 4°55′16″W﻿ / ﻿52.0008°N 4.9212°W, SM996376",52.0126746,-4.8971158,52.0126746,-4.8971158
Banc Llwydlos Hut Group,Enclosed hut circle,Eglwyswrw,"51°57′49″N 4°46′38″W﻿ / ﻿51.9635°N 4.7772°W, SN093331",52.0139378,-4.7088429,52.0139378,-4.7088429
Bedd Arthur,Enclosure,Eglwyswrw,"51°57′35″N 4°43′20″W﻿ / ﻿51.9597°N 4.7223°W, SN130325",52.0139378,-4.7088429,52.0139378,-4.7088429
Bedd yr Afanc Burial Chamber,Chambered tomb,Eglwyswrw,"51°58′39″N 4°45′23″W﻿ / ﻿51.9775°N 4.7563°W, SN108346",52.0139378,-4.7088429,52.0139378,-4.7088429
Carn Alw Hillfort,Hillfort,Eglwyswrw,"51°58′15″N 4°42′40″W﻿ / ﻿51.9707°N 4.7112°W, SN138337",52.0139378,-4.7088429,52.0139378,-4.7088429
Castell Llwyd,Promontory fort – inland,Eglwyswrw,"52°00′18″N 4°45′04″W﻿ / ﻿52.0049°N 4.751°W, SN113376",52.0139378,-4.7088429,52.0139378,-4.7088429
Castell Mawr,Hillfort,Eglwyswrw,"52°00′23″N 4°44′33″W﻿ / ﻿52.0064°N 4.7424°W, SN119378",52.0139378,-4.7088429,52.0139378,-4.7088429
Cwm-Pen-y-Benglog Camp,Promontory fort – inland,Eglwyswrw,"52°00′08″N 4°44′32″W﻿ / ﻿52.0021°N 4.7421°W, SN118372",52.0139378,-4.7088429,52.0139378,-4.7088429
Foel Eryr Hut Group,Enclosed hut circle,Eglwyswrw,"51°57′08″N 4°48′40″W﻿ / ﻿51.9522°N 4.8111°W, SN069319",52.0139378,-4.7088429,52.0139378,-4.7088429
Foel Feddau Round Cairn,Round cairn,Eglwyswrw,"51°57′26″N 4°45′48″W﻿ / ﻿51.9573°N 4.7633°W, SN102323",52.0139378,-4.7088429,52.0139378,-4.7088429
